,Zigzag,Lenguaje,Técnica,Resolucion,Píxeles,Ciclos
707,Zigzag,c,normal-01,512,262144,2646018.0
708,Zigzag,c,normal-01,512,262144,3006993.0
709,Zigzag,c,normal-01,512,262144,2898099.0
710,Zigzag,c,normal-01,512,262144,2959110.0
711,Zigzag,c,normal-01,512,262144,2857450.0
712,Zigzag,c,normal-01,512,262144,2801996.0
713,Zigzag,c,normal-01,512,262144,2931420.0
714,Zigzag,c,normal-01,512,262144,2940342.0
715,Zigzag,c,normal-01,512,262144,3868123.0
716,Zigzag,c,normal-01,512,262144,3033635.0
717,Zigzag,c,normal-01,512,262144,2945649.0
718,Zigzag,c,normal-01,512,262144,2887684.0
719,Zigzag,c,normal-01,512,262144,2704356.0
720,Zigzag,c,normal-01,576,331776,3489899.0
721,Zigzag,c,normal-01,576,331776,3623846.0
722,Zigzag,c,normal-01,576,331776,3642529.0
723,Zigzag,c,normal-01,576,331776,3463013.0
724,Zigzag,c,normal-01,576,331776,3734985.0
725,Zigzag,c,normal-01,576,331776,3495037.0
726,Zigzag,c,normal-01,576,331776,3548800.0
727,Zigzag,c,normal-01,576,331776,3461704.0
728,Zigzag,c,normal-01,576,331776,3490301.0
729,Zigzag,c,normal-01,576,331776,4137405.0
730,Zigzag,c,normal-01,576,331776,3642460.0
731,Zigzag,c,normal-01,576,331776,3704679.0
732,Zigzag,c,normal-01,576,331776,3650485.0
733,Zigzag,c,normal-01,576,331776,3663401.0
734,Zigzag,c,normal-01,576,331776,3546647.0
735,Zigzag,c,normal-01,576,331776,3566441.0
736,Zigzag,c,normal-01,576,331776,3648138.0
737,Zigzag,c,normal-01,576,331776,3489929.0
738,Zigzag,c,normal-01,576,331776,3897072.0
739,Zigzag,c,normal-01,576,331776,3732212.0
740,Zigzag,c,normal-01,576,331776,3800709.0
741,Zigzag,c,normal-01,576,331776,3489413.0
742,Zigzag,c,normal-01,576,331776,3367030.0
743,Zigzag,c,normal-01,576,331776,3534163.0
744,Zigzag,c,normal-01,576,331776,3554037.0
745,Zigzag,c,normal-01,576,331776,3536495.0
