,Zigzag,Lenguaje,Técnica,Resolucion,Píxeles,Ciclos
501,Zigzag,asm,mascara-memoria-con-align,64,4096,27491.0
502,Zigzag,asm,mascara-memoria-con-align,64,4096,25707.0
503,Zigzag,asm,mascara-memoria-con-align,64,4096,25719.0
504,Zigzag,asm,mascara-memoria-con-align,64,4096,26678.0
505,Zigzag,asm,mascara-memoria-con-align,64,4096,29716.0
506,Zigzag,asm,mascara-memoria-con-align,64,4096,26308.0
507,Zigzag,asm,mascara-memoria-con-align,64,4096,27344.0
508,Zigzag,asm,mascara-memoria-con-align,64,4096,27371.0
509,Zigzag,asm,mascara-memoria-con-align,64,4096,31247.0
510,Zigzag,asm,mascara-memoria-con-align,128,16384,103579.0
511,Zigzag,asm,mascara-memoria-con-align,128,16384,103389.0
512,Zigzag,asm,mascara-memoria-con-align,128,16384,103832.0
513,Zigzag,asm,mascara-memoria-con-align,128,16384,103892.0
514,Zigzag,asm,mascara-memoria-con-align,128,16384,103927.0
515,Zigzag,asm,mascara-memoria-con-align,128,16384,105224.0
516,Zigzag,asm,mascara-memoria-con-align,128,16384,104616.0
517,Zigzag,asm,mascara-memoria-con-align,128,16384,113231.0
518,Zigzag,asm,mascara-memoria-con-align,128,16384,104717.0
519,Zigzag,asm,mascara-memoria-con-align,128,16384,109647.0
520,Zigzag,asm,mascara-memoria-con-align,128,16384,110037.0
521,Zigzag,asm,mascara-memoria-con-align,128,16384,109945.0
522,Zigzag,asm,mascara-memoria-con-align,128,16384,104717.0
523,Zigzag,asm,mascara-memoria-con-align,128,16384,111270.0
524,Zigzag,asm,mascara-memoria-con-align,128,16384,104110.0
525,Zigzag,asm,mascara-memoria-con-align,128,16384,104276.0
526,Zigzag,asm,mascara-memoria-con-align,128,16384,110421.0
527,Zigzag,asm,mascara-memoria-con-align,128,16384,110219.0
528,Zigzag,asm,mascara-memoria-con-align,128,16384,110165.0
529,Zigzag,asm,mascara-memoria-con-align,128,16384,109861.0
530,Zigzag,asm,mascara-memoria-con-align,128,16384,116254.0
531,Zigzag,asm,mascara-memoria-con-align,128,16384,103874.0
532,Zigzag,asm,mascara-memoria-con-align,128,16384,104568.0
533,Zigzag,asm,mascara-memoria-con-align,128,16384,104235.0
534,Zigzag,asm,mascara-memoria-con-align,128,16384,113668.0
535,Zigzag,asm,mascara-memoria-con-align,128,16384,109197.0
536,Zigzag,asm,mascara-memoria-con-align,128,16384,108774.0
537,Zigzag,asm,mascara-memoria-con-align,128,16384,110076.0
